"iso3","region","residual","lon","lat"
"BRA","Americas",0.839349234262416,-47.7992905218678,-8.3073938320962
"BRB","Americas",-0.136968045164045,-59.5462676154243,13.1609972847833
"CAN","Americas",0.479221406156013,-91.9674937987821,63.1882130991029
"CHL","Americas",0.596290098062989,-74.2218110484677,-48.4429255278251
"COL","Americas",-0.523772039512141,-75.4217686118149,3.03232050847292
"CRI","Americas",0.39400916929703,-84.0399375284525,9.75601683881946
"CUB","Americas",-1.09083102007181,-79.1382539308335,22.1501387259896
"DOM","Americas",0.128767435356872,-70.5055794715881,18.8251788105283
"ECU","Americas",-0.287422900278473,-86.8152823239196,-0.823231174471111
"GRD","Americas",0.0579486564046893,-61.7031682332357,12.0985622406006
"GTM","Americas",0.423657503064874,-90.199922909944,15.5853281518687
"GUY","Americas",0.795113346003548,-58.8046701411337,4.37551941356593
"HND","Americas",-0.245601643066363,-86.1980536046453,15.8228738661628
"HTI","Americas",0.68663535020304,-72.8460530935869,19.2334564610327
"JAM","Americas",-0.857755540479697,-77.2798380851746,18.1166504224141
"LCA","Americas",0.00817817487999055,-60.9675331115723,13.9114061355591
"MEX","Americas",0.119183201822278,-107.202117206199,24.7894297171888
"NIC","Americas",0.278528670105119,-84.818595235998,13.0755174268376
"PAN","Americas",0.0408524011982904,-80.4337463001695,8.39374561574905
"PER","Americas",-0.771788007698439,-73.975376627846,-7.44572269955114
"PRY","Americas",0.0893600115867842,-57.5828761089637,-23.7377891985823
"SLV","Americas",-0.163507472320475,-88.8160292135703,13.850656393412
"SUR","Americas",0.41667366515135,-56.0711611872134,3.72543920770935
"TTO","Americas",0.275906702666877,-61.3245666503906,10.4578532854716
"URY","Americas",-0.0986608767925227,-56.0183739828897,-32.2972610446957
"USA","Americas",1.6992184030005,-113.777736475322,45.3158715102978
"VCT","Americas",0.159037663748106,-61.1902400970459,13.2498044013977
"VEN","Americas",-0.0711825514099522,-63.4512107070321,9.44009023406709
"AFG","Eastern Mediterranean",0.426293271724093,67.5845043554538,34.9409846933876
"ARE","Eastern Mediterranean",0.604027443164435,54.1530557675155,24.4519909171173
"BHR","Eastern Mediterranean",0.388448991446665,50.5497066791241,26.0509618612436
